"incident_id","student_id","date_of_event","date_of_action","incident_type","action_taken","school_id","description"
"555","9WU3MKlw","2024-11-06","2024-11-06","dress code","warning","chs","Student wore pajama pants with cartoon characters to school. Despite multiple warnings, student continued to wear them. Defiant attitude shown towards staff during confrontation. A formal warning is being issued for dress code violation."
"556","FBF2rTf5","2024-11-06","2024-11-06","dress code","parent conference","dhs","Inappropriate attire: student wore a full basketball uniform, including sneakers, during school hours. Displayed indifference when reminded of dress code. Parent conference requested to address concerning choices."
"557","YyzteU3o","2024-11-07","2024-11-07","dress code","warning","dhs","Student's attire violated dress code: Spaghetti straps paired with boxer shorts, cowboy boots. Student's nonchalant attitude during warning noted."
"558","iG00EjfE","2024-11-06","2024-11-07","dress code","warning","bjh","Student's attire violated dress code by wearing a bright orange hat with a large brim that obstructed vision during class. Student appeared nonchalant when reminded to remove hat, causing disruption. Warning issued to prevent future incidents."
"559","GUiS9xAT","2024-11-07","2024-11-07","academic dishonesty","ISS","ajh","Unknown student caught copying answers during a math test. Was observed sneaking formula sheet out of pocket. Student initially denied but later admitted to cheating when faced with evidence. Showed high anxiety levels during confrontation."
"560","p3YCHtFg","2024-11-07","2024-11-07","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during a timed assessment. Student was sneaky, trying to conceal their dishonesty, but their nervous demeanor gave them away. Parent conference is necessary to address this serious breach of academic integrity."
"561","GcoUVEh8","2024-11-07","2024-11-07","theft","parent conference","ajh","""Student was caught stealing multiple items from the school cafeteria during lunch hours. Showed no remorse when confronted, claiming items were theirs. Parent conference requested to address behavior and consequences."""
"562","2EmZfcS8","2024-11-07","2024-11-07","theft","parent conference","ajh","""Student was caught stealing multiple items from the school cafeteria during lunch hours. Showed no remorse when confronted, claiming items were theirs. Parent conference requested to address behavior and consequences."""
"563","Pv1ZsqdR","2024-11-07","2024-11-07","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history essay. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions."
"564","rjGUdN3F","2024-11-07","2024-11-07","dress code","ISS","ajh","Student was wearing a bright purple hoodie, ripped jeans, and mismatched socks. Despite multiple warnings, student continued to be defiant. During the incident, student's attitude was confrontational and uncooperative. ISS has been ordered."
"565","m1tgPvod","2024-11-07","2024-11-07","dress code","ISS","dhs","Student's attire violated dress code: Spaghetti straps paired with boxer shorts, mismatched socks. Displayed indifference and refused to rectify. Insisted outfit was ""high fashion."" ISS assigned for defying guidelines."
"566","EDFArMzA","2024-11-08","2024-11-08","academic dishonesty","detention","chs","Student caught plagiarizing a Wikipedia article for a history essay. Showed no remorse, claiming ""everyone does it."" Detention assigned for blatant lack of integrity and disrespect for academic standards."
"567","CI1WeKnS","2024-11-08","2024-11-08","academic dishonesty","warning","chs","Student caught plagiarizing an essay during afternoon study hall. Showed no remorse, claiming work was original. Citation from an obscure website included verbatim."
"568","hakHVfc2","2024-11-08","2024-11-08","academic dishonesty","parent conference","chs","Student caught plagiarizing material from an unknown source during English class. Student showed defiance, claiming innocence despite clear evidence. Parent conference ordered to address dishonesty and attitude towards academic integrity."
"569","0eSrRTKP","2024-11-08","2024-11-08","academic dishonesty","detention","bjh","Student was observed copying verbatim from a hidden cheat sheet during a surprise quiz. Despite attempts to conceal actions, student appeared nervous and avoided eye contact when questioned. Cheating method included intricate shorthand code for answers.<textarea>"
"570","1B4qBC9B","2024-11-08","2024-11-08","dress code","warning","ajh","Student was wearing a bright purple hoodie with neon yellow stripes, violating the dress code. Despite being reminded, student was defiant, claiming the hoodie was a family heirloom. Warned about subsequent infractions."
"571","TSuOkwTB","2024-11-08","2024-11-08","dress code","detention","chs","Student's attire violated policy with excessive piercings, ripped jeans, and a shirt with inappropriate slogan. Despite warnings, student remained defiant and argued during confrontation. Detention assigned for disrespect and repeated infractions."
"572","8R814dWc","2024-11-10","2024-11-11","disruption","suspension","chs","Student was yelling profanities in the cafeteria during lunch, overturning chairs and throwing food. Refused to follow staff instructions and attempted to leave the premises. Security had to be called to contain the situation."
"573","IimHOI3R","2024-11-11","2024-11-11","academic dishonesty","parent conference","ajh","Student was observed copying answers during a midterm exam. When confronted, they appeared nervous and avoided eye contact. This is a serious violation of academic integrity policies. Parent conference is necessary to address the situation."
"574","Kq0DyfYr","2024-11-10","2024-11-11","academic dishonesty","ISS","chs","Student caught plagiarizing a Wikipedia article for a history project. Tried to pass off outdated facts as their own research. Showed no remorse or understanding of the severity of their actions. ISS assigned for reflection."
"575","knQEMDYY","2024-11-11","2024-11-11","bullying","warning","chs","Student was observed repeatedly ridiculing and isolating another student during lunch break, maintaining a smug demeanor throughout. Behavior included name-calling and deliberate exclusion, causing distress to the target. Warning issued."
"576","R3FSabOY","2024-11-10","2024-11-11","theft","parent conference","chs","Report describes student involved in theft incident after classes. Student tried hiding items in backpack, acting nervously. Severity of theft suggests premeditation. Detail parent conference for further action."
"577","siNJJKr4","2024-11-11","2024-11-11","academic dishonesty","ISS","ajh","Student was caught using a smartwatch to access answers during a history exam. Despite being remorseful, student initially denied any wrongdoing. Displayed nervous behavior during questioning, ultimately admitting to cheating."
